,0,1,2,3
754,Rhythm of Love, Plain White T's,spotify:track:6MDTpYxPFL0wtFd0pjfKws,2010
755,Mamas Song, Carrie Underwood,spotify:track:4pPIWWOny4xWSiSRPsIY1c,2010
756,"Baby, Its Cold Outside", Glee Cast,spotify:track:7irY7Ldcf6BFpycGl62vum,2010
757,Why Wait, Rascal Flatts,spotify:track:3uSeT5T2pOEx5fTdYFJasm,2010
758,Welcome Christmas, Glee Cast,spotify:track:453OW4naq3cgZlk9oaHCu9,2010
759,Rocketeer, Far*East Movement Featuring Ryan Tedder,N/A,2010
760,Put You In A Song, Keith Urban,N/A,2010
761,Down On Me, Jeremih Featuring 50 Cent,spotify:track:5ME7AGe4wFH0KVaJ5NUBJs,2010
762,Only Prettier, Miranda Lambert,spotify:track:0qzGQEG8PUEMZPu5fA33YF,2010
763,Lay It Down, Lloyd,spotify:track:0npGoOENjn7vVvIMmvWekQ,2010
764,Hold My Hand, Michael Jackson Duet With Akon,spotify:track:53IPU2D8IKWhitVuDk7fta,2010
765,The Breath You Take, George Strait,spotify:track:0zKsfGlBHj6mzZRhmACl8M,2010
766,Who Dat Girl, Flo Rida Featuring Akon,N/A,2010
767,Rolling In The Deep, Adele,spotify:track:1CkvWZme3pRgbzaxZnTl5X,2010
768,Voices, Chris Young,spotify:track:5pemEFax3jfocz4FGHa3UC,2010
769,Dont You Wanna Stay, Jason Aldean With Kelly Clarkson,spotify:track:7CZiLgkiVHhFcDkI2Y4lZ4,2010
770,Let Me Down Easy, Billy Currington,spotify:track:1tZ5C8zI326sIB4kBErdmC,2010
771,Anything Like Me, Brad Paisley,spotify:track:74mZKvZcZzzvbOnt8NfWda,2010
772,Runaway, Kanye West Featuring Pusha T,spotify:track:0HdQ1ziXFCx0B1q7ZRa4PL,2010
773,Waiting For The End, Linkin Park,spotify:track:01pOtDU5YHWbxuNBzlRUem,2010
774,Fancy, Drake Featuring T.I. & Swizz Beatz,N/A,2010
775,Maybe, Sick Puppies,spotify:track:0nbaoA1FPNt1tRnbXB6FFa,2010
776,Hello World, Lady Antebellum,spotify:track:2zdltIgwTAWGXHHJGTPKqv,2010
777,Someone Else Calling You Baby, Luke Bryan,spotify:track:7DkzLcSXS4KhSvbvIJja3M,2010
778,All I Want Is You, Miguel Featuring J. Cole,N/A,2010
779,Make A Movie, Twista Featuring Chris Brown,N/A,2010
780,Little Lion Man, Mumford & Sons,spotify:track:2BBkIgdXLv5vyp1DR0wpQl,2010
781,Fire Flame, Birdman Featuring Lil Wayne,N/A,2010
782,Angel, Akon,spotify:track:6LBcHFbzmKSgGjZapRE2B5,2010
783,Bullets In The Gun, Toby Keith,spotify:track:17wRLOv7UR7OQkCfzZpqRp,2010
784,Marry Me, Train,spotify:track:0VZ9xPNa6ROafP6GYYuv2S,2010
785,Letting Go (Dutty Love), Sean Kingston Featuring Nicki Minaj,spotify:track:0wDbYIl4fN2mccHczCJqEf,2010
786,Smoke A Little Smoke, Eric Church,spotify:track:2uZhNjlUQ9mnt0rS7hcAgF,2010
787,Shake, Jesse McCartney,spotify:track:1RxXS23GYj6WbaoLV9siTl,2010
788,No BS, Chris Brown,spotify:track:78Vlnc4bXOViRHPx7lwLbd,2010
789,Loca, Shakira Featuring Dizzee Rascal,N/A,2010
790,Strip Me, Natasha Bedingfield,spotify:track:0eRUvq2nZmHoS9c21BKXtN,2010
791,Forget You, Glee Cast Featuring Gwyneth Paltrow,spotify:track:0so0moYLqkFWE6dquoCOsh,2010
792,Monster," Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",spotify:track:3Qw2mXaItLuLG3HL8ofWXO,2010
793,Bass Down Low, Dev Featuring The Cataracs,N/A,2010
794,Fall For Your Type, Jamie Foxx Featuring Drake,spotify:track:7eck9XwORW9cWwnrMKt0dw,2010
795,September, Daughtry,spotify:track:21RRhjnMsrvQpeQ10ptSBZ,2010
796,One In A Million, Ne-Yo,spotify:track:03ZtlmARAMWhAgZSIs6Fes,2010
797,Marry You, Bruno Mars,spotify:track:22PMfvdz35fFKYnJyMn077,2010
798,Porn Star Dancing, My Darkest Days Featuring Zakk Wylde,N/A,2010
799,"Bon, Bon", Pitbull,spotify:track:2NqWJfkEmOENiQWHxsVwJn,2010
800,Empire State Of Mind, Jay-Z + Alicia Keys,spotify:track:7MI84UJJRc6S0M93jat9Ju,2009
801,TiK ToK, Ke$ha,spotify:track:5OMwQFBcte0aWFJFqrr5oj,2009
802,Bad Romance, Lady Gaga,spotify:track:5P5cGNzqh6A353N3ShDK6Y,2009
803,Replay, Iyaz,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,2009
804,Fireflies, Owl City,spotify:track:3DamFFqW32WihKkTVlwTYQ,2009
805,Sexy Chick, David Guetta Featuring Akon,spotify:track:6WfYolWkoRDK8KSyq3qDZs,2009
806,Whatcha Say, Jason Derulo,spotify:track:67T6l4q3zVjC5nZZPXByU8,2009
807,Meet Me Halfway, The Black Eyed Peas,spotify:track:0xfpx7AiwgSKEtjotea2L6,2009
808,3, Britney Spears,spotify:track:6pymOcrCnMuCWdgGVTvUgP,2009
809,Down, Jay Sean Featuring Lil Wayne,spotify:track:6Ph28ENj0Suh79QTKmTtyY,2009
810,Paparazzi, Lady Gaga,spotify:track:16Me2jlMlTX4xsps2j71mC,2009
811,Sweet Dreams, Beyonce,spotify:track:1FKxKGONukVFXWVJxAKmlz,2009
812,How Low, Ludacris,spotify:track:1WtTLtofvcjQM3sXSMkDdX,2009
813,Forever," Drake Featuring Kanye West, Lil Wayne & Eminem",N/A,2009
814,Already Gone, Kelly Clarkson,spotify:track:7ceIquYtiTYlgSSm7PqUf9,2009
815,Do You Remember, Jay Sean Featuring Sean Paul & Lil Jon,spotify:track:2WtKLh2PPKXNlMkY2DytA0,2009
816,Party In The U.S.A., Miley Cyrus,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,2009
817,I Gotta Feeling, The Black Eyed Peas,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,2009
818,Need You Now, Lady Antebellum,spotify:track:11EX5yhxr9Ihl3IN1asrfK,2009
819,BedRock, Young Money Featuring Lloyd,spotify:track:5jmSPhkQl5kLp6T0P3JL0g,2009
820,Hard, Rihanna Featuring Jeezy,spotify:track:1Y8ddVupH6D6Q4mzVCJzHO,2009
821,You Belong With Me, Taylor Swift,spotify:track:3GCL1PydwsLodcpv0Ll1ch,2009
822,Use Somebody, Kings Of Leon,spotify:track:5VGlqQANWDKJFl0MBG3sg2,2009
823,I Can Transform Ya, Chris Brown Featuring Lil Wayne & Swizz Beatz,spotify:track:5tVc9MN7RKpvj9Xm5kbN8x,2009
824,Evacuate The Dancefloor, Cascada,spotify:track:5uXR7Nanrm9FfWDrpQBGfN,2009
825,Money To Blow, Birdman Featuring Lil Wayne & Drake,N/A,2009
826,Fifteen, Taylor Swift,spotify:track:4t0OI7XrODjSkAu3bTPmWj,2009
827,Two Is Better Than One, Boys Like Girls Featuring Taylor Swift,spotify:track:7pLoJ5SKhzxzxR6Ca87rMy,2009
828,Baby By Me, 50 Cent Featuring Ne-Yo,spotify:track:7lNrIF07Ow9ovdJk9ywl31,2009
829,Cowboy Casanova, Carrie Underwood,spotify:track:41NSrKm33WLGX1xIJgU6Np,2009
830,Carry Out, Timbaland Featuring Justin Timberlake,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,2009
831,Run This Town," Jay-Z, Rihanna & Kanye West",spotify:track:13l8u5UsUufzxaMiob8a4B,2009
832,Tie Me Down, New Boyz Featuring Ray J,spotify:track:7ElAzOTRJi8GWmfxM5dxF8,2009
833,Give It Up To Me, Shakira Featuring Lil Wayne,N/A,2009
834,Gangsta Luv, Snoop Dogg Featuring The-Dream,spotify:track:2Rn2sYHPYpPa0dDgaFMhQE,2009
835,Live Like Were Dying, Kris Allen,spotify:track:1HfxPaJggVwFsvOtHbVzMz,2009
836,Do I, Luke Bryan,spotify:track:7A5CReD6yWe0rrkJym34QI,2009
837,Say Aah, Trey Songz Featuring Fabolous,N/A,2009
838,Fallin For You, Colbie Caillat,spotify:track:1le5KVGTF1xWf2aUj7ruLy,2009
839,Consider Me Gone, Reba,spotify:track:0fNCLvSVUEK7NTwhu5vk5B,2009
840,One Time, Justin Bieber,spotify:track:6eDApnV9Jdb1nYahOlbbUh,2009
841,Spotlight, Gucci Mane Featuring Usher,N/A,2009
842,I Invented Sex, Trey Songz Featuring Drake,N/A,2009
843,Russian Roulette, Rihanna,spotify:track:3rMsX63C0IZVnOT5LGYoTH,2009
844,"Hey, Soul Sister", Train,spotify:track:0KpfYajJVVGgQ32Dby7e9i,2009
845,Telephone, Lady Gaga Featuring Beyonce,spotify:track:0Usd4tz29zKhRjoEp1AW9A,2009
846,If You Only Knew, Shinedown,spotify:track:0CkSF2TAqIu8TJaVwwAOnT,2009
847,The Truth, Jason Aldean,spotify:track:25rV6ArwFMht49oONoqSLQ,2009
848,White Liar, Miranda Lambert,spotify:track:5AhA5ZCoB9HoENrvjeO0EM,2009
849,Southern Voice, Tim McGraw,spotify:track:3wUw2C8bngb3UBDNlcY0JI,2009
850,My Life Would Suck Without You, Glee Cast,spotify:track:0UrheRSNBXBiZgudI7tVQ2,2009
851,I Wanna Make You Close Your Eyes, Dierks Bentley,spotify:track:0V6Na986SNXm1CpreVF56E,2009
852,Dont Rain On My Parade, Glee Cast,spotify:track:7emV91bLzV662TpX9Tmxnr,2009
853,It Kills Me, Melanie Fiona,spotify:track:6qU37BgVfPhpb2rhYzZWrF,2009
854,According To You, Orianthi,spotify:track:72phhQtfwZcRweweRxxkmU,2009
855,Try Sleeping With A Broken Heart, Alicia Keys,spotify:track:1yK9LISg5uBOOW5bT2Wm0i,2009
856,Papers, Usher,spotify:track:77fP7UixHMYEIFT8NS92Ul,2009
857,Smile, Uncle Kracker,spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ,2009
858,Red Light, David Nail,spotify:track:66EhdSD4MPXk5ZXljDJWI6,2009
859,Crawl, Chris Brown,spotify:track:6D7YcZMttwhmqyWpsPF5KQ,2009
860,Never Gonna Be Alone, Nickelback,spotify:track:7aySoZnwt7c6lA54qVVUOk,2009
861,On Fire, Lil Wayne,spotify:track:50mX6QmpQX4cCsRYJ9fGM3,2009
862,In My Head, Jason Derulo,spotify:track:5BoIP8Eha5hwmRVURkC2Us,2009
863,Life After You, Daughtry,spotify:track:4gWTBq5Jftq5CEKYpLXD8R,2009
864,Bonfire, Craig Morgan,spotify:track:4PyKicaf5RL5tlidl6ZMO5,2009
865,Uprising, Muse,spotify:track:4VqPOruhp5EdPBeR92t6lQ,2009
866,I Am, Mary J. Blige,spotify:track:4gGYiGsxhPYpsGIttWLwlT,2009
867,Wasted, Gucci Mane Featuring Plies Or OJ Da Juiceman,N/A,2009
868,Body Language, Jesse McCartney Featuring T-Pain,spotify:track:66cQXuWUSM6vcfRxAPVTtf,2009
869,History In The Making, Darius Rucker,spotify:track:1J4HTEFSDx9DWyJVH5uv1b,2009
870,You Cant Always Get What You Want, Glee Cast,spotify:track:1Y7abeCiyuhkE7lVliXkWp,2009
871,This Is War, Thirty Seconds To Mars,spotify:track:2D52zjCyqEIQa221lhw6uk,2009
872,One Less Lonely Girl, Justin Bieber,spotify:track:69ghzc538EQSVon2Gm3wrr,2009
873,Havent Met You Yet, Michael Buble,spotify:track:4fIWvT19w9PR0VVBuPYpWA,2009
874,Why Dont We Just Dance, Josh Turner,spotify:track:2p07VcUwRZ5sru3mJ0JogS,2009
875,Someday, Rob Thomas,spotify:track:7uPQU7uKvsZZ7T9XnpBpFg,2009
876,Eight Second Ride, Jake Owen,spotify:track:0XjXQDJpajDzCdpazp1562,2009
877,Bad Habits, Maxwell,spotify:track:0f62w1teOSaYgKObtzygaR,2009
878,All The Right Moves, OneRepublic,spotify:track:5XRHGXut00SrJUFmcn2lQF,2009
879,I Wanna Rock, Snoop Dogg,spotify:track:3vNiHPIipR4a4bZKA288CD,2009
880,I Will Not Bow, Breaking Benjamin,spotify:track:2yXyz4NLTZx9CLdXfLTp5E,2009
881,Kings And Queens, Thirty Seconds To Mars,spotify:track:4sjLcE0GQ6urc4iUXsUPe9,2009
882,Shut It Down, Pitbull Featuring Akon,N/A,2009
883,Break, Three Days Grace,spotify:track:4urxRqBRiaH0i20OKBsgxc,2009
884,Thats How Country Boys Roll, Billy Currington,spotify:track:5Xc1asNg5VerELR1wFjAey,2009
885,Gettin You Home, Chris Young,spotify:track:28Sc21lrWcZD9Ov4rRkPJq,2009
886,1901, Phoenix,spotify:track:5JtPGzRgrWxkXX9LoROq3d,2009
887,What I Do, Chris Brown Featuring Plies,spotify:track:4ecBN9b0KOmtClutR17SXJ,2009
888,Last Christmas, Glee Cast,spotify:track:0fUFpFczhuhJBz2Z28IL2x,2009
889,American Saturday Night, Brad Paisley,spotify:track:3XKbdb9GB6u3hsnUklQTav,2009
890,Cryin For Me (Waymans Song), Toby Keith,spotify:track:23lvIoxPKidbMvQGbdgO53,2009
891,I Get It In, Omarion Featuring Gucci Mane,spotify:track:2E6gb0Ngrvun6CUAUkvZPI,2009
892,Breakeven, The Script,spotify:track:38xWaVFKaxZlMFvzNff2aW,2009
893,And I Am Telling You Im Not Going, Glee Cast,spotify:track:5qddWI3SMzfPbZaOSj9XGw,2009
894,(If Youre Wondering If I Want You To) I Want You To, Weezer,spotify:track:09aDV0TC2RfWFU5IwZfIdG,2009
895,Im Going In, Drake Featuring Lil Wayne & Young Jeezy,N/A,2009
896,Video Phone, Beyonce Featuring Lady Gaga,spotify:track:2nX9948PslVYrrHUf6w0eL,2009
897,Drop It Low, Ester Dean Featuring Chris Brown,N/A,2009
898,Halfway Gone, Lifehouse,spotify:track:7AsqUKKbPMxOFNIbRLBxHt,2009
899,Twang, George Strait,spotify:track:10Jl8nC5i4idX63nUk3mRj,2009
900,Live Your Life, T.I. Featuring Rihanna,spotify:track:5a4WR95Rl26lCL2KYuldcJ,2008
901,Single Ladies (Put A Ring On It), Beyonce,spotify:track:5R9a4t5t5O0IsznsrKPVro,2008
902,Circus, Britney Spears,spotify:track:7jk7gqyEonmVVYahZN5zhW,2008
903,Just Dance, Lady Gaga Featuring Colby O'Donis,N/A,2008
904,Whatever You Like, T.I.,spotify:track:1IAzD1muglOxOcPbUHs70R,2008
905,If I Were A Boy, Beyonce,spotify:track:26NX1wPt1TRCH536yocd6i,2008
906,Hot N Cold, Katy Perry,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,2008
907,Love Lockdown, Kanye West,spotify:track:1kxeWHF9PrCVZHvVskv8lg,2008
908,Miss Independent, Ne-Yo,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,2008
909,Womanizer, Britney Spears,spotify:track:4fixebDZAVToLbUCuEloa2,2008
910,Im Yours, Jason Mraz,spotify:track:1EzrEOXmMH3G43AXT1y7pA,2008
911,Love Story, Taylor Swift,spotify:track:1vrd6UOGamcKNGnSHJQlSt,2008
912,Right Now (Na Na Na), Akon,spotify:track:1ARJhjuI6TNYZCxYygFQ4F,2008
913,So What, P!nk,spotify:track:6qYGUxPjQt5PJtWdiNppZx,2008
914,Let It Rock, Kevin Rudolf Featuring Lil Wayne,spotify:track:70bcc6oaCznrl7ZYeBFh7T,2008
915,Heartless, Kanye West,spotify:track:4EWCNWgDS8707fNSZ1oaA5,2008
916,Gotta Be Somebody, Nickelback,spotify:track:06T10fEzN8ZCcqzQZYA184,2008
917,Mrs. Officer, Lil Wayne Featuring Bobby Valentino & Kidd Kidd,N/A,2008
918,Beautiful, Akon Featuring Colby O'Donis & Kardinal Offishall,N/A,2008
919,You Found Me, The Fray,spotify:track:4IoYz8XqqdowINzfRrFnhi,2008
920,Disturbia, Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,2008
921,Chicken Fried, Zac Brown Band,spotify:track:4dGJf1SER1T6ooX46vwzRB,2008
922,Cant Believe It, T-Pain Featuring Lil Wayne,N/A,2008
923,Addicted, Saving Abel,spotify:track:3pxCXv0NACYfYnLjFcQW5D,2008
924,Rehab, Rihanna,spotify:track:5X3ahLXhOw16BR09GjYPUT,2008
925,Better In Time, Leona Lewis,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,2008
926,Green Light, John Legend Featuring Andre 3000,N/A,2008
927,One More Drink, Ludacris Co-Starring T-Pain,spotify:track:3XrYVxmqDEFU725or3B59w,2008
928,Chopped N Skrewed, T-Pain Featuring Ludacris,N/A,2008
929,Pop Champagne, Jim Jones & Ron Browz Featuring Juelz Santana,N/A,2008
930,Viva La Vida, Coldplay,spotify:track:1mea3bSkSGXuIRvnydlB5b,2008
931,Im So Paid, Akon Featuring Lil Wayne & Young Jeezy,N/A,2008
932,Roll With Me, Montgomery Gentry,spotify:track:048fAgdSLnAbQZG1ePSUKb,2008
933,Bust Your Windows, Jazmine Sullivan,spotify:track:56z2qI0gKcPthQF6l8AW3E,2008
934,Crush, David Archuleta,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,2008
935,Shattered (Turn The Car Around), O.A.R.,spotify:track:32oh9wNU89gmX6CohLTdeG,2008
936,Closer, Ne-Yo,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,2008
937,Spotlight, Jennifer Hudson,spotify:track:02QQXgeAghpU4smdM7l7We,2008
938,Love Remains The Same, Gavin Rossdale,spotify:track:4dOXc4Suk5eig0jiCqCN5Y,2008
939,Human, The Killers,spotify:track:7KEajVD9AUG68onXRSFZTv,2008
940,Already Gone, Sugarland,spotify:track:6Gd842MwS4ySeBdQTU09sh,2008
941,Swagga Like Us, Jay-Z & T.I. Featuring Kanye West & Lil Wayne,N/A,2008
942,Decode, Paramore,spotify:track:5rrJOeJ2SMhtQjIPD8kmLr,2008
943,Fall For You, Secondhand Serenade,spotify:track:7lWF2mVr1KKbVnaT2nSlPo,2008
944,Forever, Chris Brown,spotify:track:7tAXHZdp9UpcYrHn7MZqfo,2008
945,Gives You Hell, The All-American Rejects,spotify:track:6ihL9TjfRjadfEePzXXyVF,2008
946,Trading Places, Usher,spotify:track:5yC7WplXvhIHsp8NBYV5dT,2008
947,Let It Go, Tim McGraw,spotify:track:18wDkct4lkK046D6gcCASs,2008
948,Just A Dream, Carrie Underwood,spotify:track:7g8OpS827dAYU067lZaR0L,2008
949,Keeps Gettin Better, Christina Aguilera,spotify:track:1a7e4BJijCkokiqZrI8Vqr,2008
950,Here, Rascal Flatts,spotify:track:5YSW99IUAIiAj243jF7PBO,2008
951,White Horse, Taylor Swift,spotify:track:6wn61Fzx9XMxQmieLpoIhW,2008
952,Right Here (Departed), Brandy,spotify:track:06G1SCVVYRSDCFGMSnDvpv,2008
953,Untouched, The Veronicas,spotify:track:0KlahhzNb98zyN83Vwae0l,2008
954,My Life, The Game Featuring Lil Wayne,N/A,2008
955,Light On, David Cook,spotify:track:7zmqbdEqmQWgU2wOoBPG83,2008
956,She Wouldnt Be Gone, Blake Shelton,spotify:track:20xK9pC1cCJKnjtJ37YNOQ,2008
957,Start A Band, Brad Paisley Duet With Keith Urban,N/A,2008
958,In Color, Jamey Johnson,spotify:track:7CNd7rjfVt74TFlcOcnZgN,2008
959,I Dont Care, Fall Out Boy,spotify:track:7ewT0nLFkMD8ONbRibePr9,2008
960,T-Shirt, Shontelle,spotify:track:0m0FYyIbSDiASOlQ64GDO5,2008
961,Swing, Savage Featuring Soulja Boy Tell'em,N/A,2008
962,Country Boy, Alan Jackson,spotify:track:5RuCWf4bJC0rqA05b7nWfd,2008
963,Feel That Fire, Dierks Bentley,spotify:track:19DnL1HnJiijuEfaiS0Eus,2008
964,Sober, P!nk,spotify:track:56elgHuzFP2aqqA0rUjRj1,2008
965,Dont, Billy Currington,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,2008
966,Cowgirls Dont Cry, Brooks & Dunn Featuring Reba McEntire,spotify:track:54007AqKIiRCG69C3ySu0b,2008
967,Sex On Fire, Kings Of Leon,spotify:track:0ntQJM78wzOLVeCUAW7Y45,2008
968,See You In My Nightmares, Kanye West Featuring Lil Wayne,N/A,2008
969,Shattered Glass, Britney Spears,spotify:track:3sJx8qerYrs92oqVAa9S0Z,2008
970,Lookin For A Good Time, Lady Antebellum,spotify:track:1Ec7xc3zWcd4ysMINmr9LW,2008
971,Sweet Thing, Keith Urban,spotify:track:21zOTXChnP7ghgn3fVKuSF,2008
972,I Hate This Part, The Pussycat Dolls,spotify:track:4mYd9FQyU5eekDJyVeIRgS,2008
973,Put It On Ya, Plies Featuring Chris J,N/A,2008
974,IfULeave, Musiq Soulchild Featuring Mary J. Blige,N/A,2008
975,"Youre Gonna Go Far, Kid", The Offspring,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,2008
976,Playa Cardz Right, Keyshia Cole Featuring 2Pac,N/A,2008
977,Krazy, Pitbull Featuring Lil Jon,spotify:track:5knxa9j29AigAUHKxnB7m5,2008
978,God Love Her, Toby Keith,spotify:track:6ylIRHZgrcwOrfCMe010T3,2008
979,Come On Get Higher, Matt Nathanson,spotify:track:38YgZVHPWOWsKrsCXz6JyP,2008
980,Love Remembers, Craig Morgan,spotify:track:2HTRbbAy1RHTsRbJ0RNcjM,2008
981,What About Now, Daughtry,spotify:track:07dtD7iciEL7vHqATMXg3V,2008
982,Everybody Wants To Go To Heaven, Kenny Chesney With The Wailers,N/A,2008
983,Get Up, 50 Cent,spotify:track:1CYyIsAaTrnmJ8MO2rec5f,2008
984,Down The Road, Kenny Chesney With Mac McAnally,N/A,2008
985,If U Seek Amy, Britney Spears,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,2008
986,I Dont Care, Apocalyptica Featuring Adam Gontier,N/A,2008
987,Thats Not My Name, The Ting Tings,spotify:track:2DNdEpV9UnsYjL6w1Dp1aS,2008
988,Broken, Lifehouse,spotify:track:5f6cTFoUenDiCJDGecYiuB,2008
989,Arab Money, Busta Rhymes Featuring Ron Browz,N/A,2008
990,Second Chance, Shinedown,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,2008
991,So Fly, Slim Featuring Yung Joc,N/A,2008
992,Anything Goes, Randy Houser,spotify:track:7K4VxvIXXbDbaVn6ARbch1,2008
993,River Of Love, George Strait,spotify:track:4GWDHnXmJBZfxe3DWZcPmg,2008
994,Universal Mind Control, Common Featuring Pharrell,N/A,2008
995,Bad Girlfriend, Theory Of A Deadman,spotify:track:5m7on0zpnmeAXy72ANrmfU,2008
996,Mad, Ne-Yo,spotify:track:6Hn9Uc1mMNfqChXU3txNke,2008
997,Without You, Hinder,spotify:track:4xNfsvj9mOVnMTvHZZ8HNk,2008
998,No Me Doy Por Vencido, Luis Fonsi,spotify:track:4lerOTNr2tFWJCAmmhymhi,2008
999,Chasing Pavements, Adele,spotify:track:59tg0OPhiHlbsVZ9GFqUk5,2008
1000,No One, Alicia Keys,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,2007
1001,Apologize, Timbaland Featuring OneRepublic,N/A,2007
1002,Low, Flo Rida Featuring T-Pain,spotify:track:6jROpNmyKw7qsazdsElSZl,2007
1003,Kiss Kiss, Chris Brown Featuring T-Pain,N/A,2007
1004,Clumsy, Fergie,spotify:track:50xeLNGKmskmYUSINhqvfa,2007
1005,Bubbly, Colbie Caillat,spotify:track:0rFOs9paloAvEtzwDX1Kmc,2007
1006,Hate That I Love You, Rihanna Featuring Ne-Yo,spotify:track:2IefsDKjQIAzcP9WgBn6Aq,2007
1007,Paralyzer, Finger Eleven,spotify:track:28IEbk5a7twNTbUEvWslUb,2007
1008,Good Life, Kanye West Featuring T-Pain,N/A,2007
1009,Tattoo, Jordin Sparks,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,2007
1010,Crank That (Soulja Boy), Soulja Boy Tell'em,spotify:track:3cm040EWro2UVWOxLr4G90,2007
1011,Cyclone, Baby Bash Featuring T-Pain,N/A,2007
1012,Stronger, Kanye West,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,2007
1013,Cant Help But Wait, Trey Songz,spotify:track:5k3VjTwIsOjQ2woGz3Yx71,2007
1014,Duffle Bag Boy, Playaz Circle Featuring Lil Wayne,N/A,2007
1015,Hypnotized, Plies Featuring Akon,spotify:track:6PCLAkqlGfk5SoAp8OmpIm,2007
1016,The Way I Are, Timbaland Featuring Keri Hilson,spotify:track:2NkDQv8y2DkoYQURdiZCOk,2007
1017,Love Like This, Natasha Bedingfield Featuring Sean Kingston,spotify:track:5coEOBT0aQ8LjCErzj1wq5,2007
1018,Like Youll Never See Me Again, Alicia Keys,spotify:track:0NWJPV3utX0J4tfwzyotNB,2007
1019,Sweetest Girl (Dollar Bill)," Wyclef Jean Featuring Akon, Lil Wayne & Niia",N/A,2007
1020,Take You There, Sean Kingston,spotify:track:6AdLyvisRKHLAwARaZMGr6,2007
1021,Our Song, Taylor Swift,spotify:track:15DeqWWQB4dcEWzJg15VrN,2007
1022,Until The End Of Time, Justin Timberlake Duet With Beyonce,N/A,2007
1023,Shawty Is A 10, The-Dream,spotify:track:1O6eDBLR0o6TG6ooEXRis2,2007
1024,How Far Weve Come, matchbox twenty,spotify:track:0gbLfFlEyVHiKzlZIb0gce,2007
1025,Im So Hood," DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",N/A,2007
1026,Over You, Daughtry,spotify:track:7mXmxXLAnsvXKt4Q37KoMI,2007
1027,Bed, J. Holiday,spotify:track:6TlRNJaezOdzdECnQeRuMM,2007
1028,Just Fine, Mary J. Blige,spotify:track:33vzOPcd9FRirYGlCu32x4,2007
1029,Teardrops On My Guitar, Taylor Swift,spotify:track:7zMcNqs55Mxer82bvZFkpg,2007
1030,I Dont Wanna Be In Love (Dance Floor Anthem), Good Charlotte,spotify:track:6BLLQndvA0rLbLcIZmuuEJ,2007
1031,Big Girls Dont Cry, Fergie,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM,2007
1032,Into The Night, Santana Featuring Chad Kroeger,N/A,2007
1033,Misery Business, Paramore,spotify:track:6SpLc7EXZIPpy0sVko0aoU,2007
1034,Stay, Sugarland,spotify:track:0jn2XqaHliEpWd04ZykIHy,2007
1035,Who Knew, P!nk,spotify:track:7FpoD2ZlcBSj05rEHSZoiB,2007
1036,Shadow Of The Day, Linkin Park,spotify:track:0OYcEfskah1egYHjYRvbg1,2007
1037,Wake Up Call, Maroon 5,spotify:track:1zqllQUMCgMaInr0CzFVll,2007
1038,Soulja Girl, Soulja Boy Tell'em Featuring I-15,N/A,2007
1039,With You, Chris Brown,spotify:track:1j3H54xdahpAkNI0q6S89q,2007
1040,Dont Blink, Kenny Chesney,spotify:track:6reuJxDtjebwc9FB6rNpp0,2007
1041,Shoulda Let You Go, Keyshia Cole Introducing Amina,N/A,2007
1042,Ayo Technology, 50 Cent Featuring Justin Timberlake & Timbaland,N/A,2007
1043,Girlfriend, Bow Wow & Omarion,N/A,2007
1044,Suffocate, J. Holiday,spotify:track:3nJjIYchBNkYm7B8XfJf5N,2007
1045,Rockstar, Nickelback,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,2007
1046,My Drink N My 2 Step, Cassidy Featuring Swizz Beatz,N/A,2007
1047,Get Buck In Here," DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",N/A,2007
1048,Piece Of Me, Britney Spears,spotify:track:2EvwLVrnYbCZEG6Kx5DCRy,2007
1049,Flashing Lights, Kanye West Featuring Dwele,spotify:track:38NtFDymfkjqIOWwY3fQsu,2007
1050,Sensual Seduction, Snoop Dogg,spotify:track:1wva1IlWLDNLgwipUWcmjy,2007
1051,So Small, Carrie Underwood,spotify:track:6xfL1KzGxg48ACVlQE9qXr,2007
1052,Firecracker, Josh Turner,spotify:track:6qqZ3ZyjCrXNdrRB17qX5k,2007
